# Date Range: 20220101-20221231,,,,,,,,,,
# Segments: ,,,,,,,,,,
"# Metrics: ""analytics.totalVisitors, analytics.newVisits, analytics.visits, analytics.bounceRate, analytics.avgPageviews, analytics.avgSessionTime, analytics.transactionsPerVisit, analytics.transactions, analytics.transactionRevenue""",,,,,,,,,,
"# Dimensions: ""analytics.medium, analytics.country""",,,,,,,,,,
# Metric Filters: ,,,,,,,,,,
# Dimension Filters: ,,,,,,,,,,
Medium,Country,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Revenue
company_profile,Ukraine,59,16,154,0.3181818182,4.37012987,368.6428571,0,0,0
mobile-notification,Puerto Rico,59,55,65,0.9076923077,1.261538462,60.84615385,0,0,0
tram,Ghana,59,35,120,0.6333333333,2.175,167.3916667,0,0,0
(none),Equatorial Guinea,58,56,76,0.4078947368,5.013157895,450.0394737,0,0,0
button,Czechia,58,18,81,0.4814814815,3.061728395,99.41975309,0,0,0
search-banner,Italy,58,18,78,0.3333333333,4.692307692,200.6538462,0.02564102564,2,1190.8
website,Ecuador,58,2,107,0.4205607477,3.570093458,323.728972,0,0,0
button,Finland,57,38,99,0.3737373737,4.131313131,123.8787879,0,0,0
display,Turkey,57,30,81,0.4691358025,1.925925926,67.86419753,0,0,0
navbar,Bangladesh,57,0,103,0.3786407767,3.854368932,248.3398058,0.02912621359,3,248
email,Brunei,56,30,138,0.5942028986,2.485507246,240.8913043,0.007246376812,1,0
mobile-notification,Belgium,56,47,106,0.7641509434,1.783018868,162.009434,0,0,0
mobile-notification,Netherlands,56,47,60,0.95,1.05,4.516666667,0,0,0
Social,Japan,56,31,81,0.7407407407,2.395061728,143.4444444,0,0,0
website,Moldova,56,1,116,0.3189655172,4.310344828,342.2413793,0.01724137931,2,58
cpc,Burundi,55,42,85,0.3294117647,5,189.1529412,0,0,0
navbar,Tunisia,55,0,470,0.4170212766,3.121276596,632.587234,0.004255319149,2,0
organic,Dominica,55,28,93,0.3548387097,6.451612903,350.483871,0.01075268817,1,425
paid-social,Kazakhstan,55,55,55,0.9272727273,1.145454545,22.89090909,0,0,0
s-cpm,Palau,55,46,69,0.652173913,2,92.75362319,0,0,0
ads,Sweden,54,49,59,0.3898305085,2.745762712,81.55932203,0,0,0
button,Kuwait,54,28,91,0.2857142857,4.78021978,140.3076923,0,0,0
mailing_gui,India,54,11,1294,0.486862442,2.397990726,930.0123648,0,0,0
mailing_gui,Philippines,54,2,3020,0.5195364238,2.247682119,817.0427152,0,0,0
mobile-notification,Austria,54,40,75,0.8133333333,1.6,75.70666667,0,0,0
navbar,Cambodia,54,1,106,0.320754717,5.198113208,406.2735849,0,0,0
social,Mexico,54,45,70,0.8857142857,1.185714286,32.24285714,0,0,0
social,Netherlands,54,47,62,0.9516129032,1.096774194,23.09677419,0,0,0
social,Turkey,54,45,61,0.8032786885,1.508196721,50.26229508,0,0,0
Social,Vietnam,54,37,97,0.6597938144,2.164948454,153.3608247,0,0,0
button,Poland,53,25,148,0.527027027,3.081081081,86.49324324,0,0,0
cpc,Eswatini,53,42,103,0.3689320388,5.796116505,186.8349515,0,0,0
display,Moldova,53,19,85,0.4,1.517647059,60.09411765,0,0,0
email,Curaçao,53,29,129,0.4418604651,3.573643411,221.124031,0.03875968992,5,1675.76
email,Libya,53,31,149,0.3288590604,6.228187919,622.0201342,0.006711409396,1,209.51
mobile-notification,Lithuania,53,45,68,0.8676470588,1.264705882,14.11764706,0,0,0
Social,Morocco,53,33,93,0.6989247312,1.774193548,87.06451613,0,0,0
(none),Eswatini,52,52,72,0.4583333333,3.555555556,341.7777778,0.04166666667,3,1141.87
(not set),U.S. Virgin Islands,52,25,85,0.2470588235,2.235294118,276.4470588,0.07058823529,6,1332.138445
display,Colombia,52,24,78,0.5384615385,1.397435897,26.08974359,0,0,0
affiliate,Ukraine,51,32,112,0.25,8.223214286,317.5982143,0.008928571429,1,1327.69
navbar,Costa Rica,51,0,85,0.2470588235,5.470588235,455.8235294,0,0,0
navbar,Iraq,51,1,118,0.3898305085,4.262711864,283.1355932,0.008474576271,1,73.32
organic,Guinea-Bissau,51,20,87,0.2068965517,6.091954023,358.8505747,0.01149425287,1,43
social,Belgium,51,47,58,0.9827586207,1.017241379,3.275862069,0,0,0
social,Brazil,51,43,52,0.8269230769,1.25,7.076923077,0,0,0
(none),Bhutan,50,44,70,0.5714285714,2.657142857,194.7571429,0,0,0
(not set),Papua New Guinea,50,44,58,0.05172413793,0.7586206897,88.72413793,0,0,0
email,Uganda,50,26,131,0.4503816794,2.465648855,247.1908397,0.02290076336,3,813.04
mailing_gui,Czechia,50,1,1197,0.5121136174,2.488721805,629.1211362,0,0,0
mobile-notification,Iceland,50,37,72,0.8194444444,1.222222222,17.5,0,0,0
organic,Central African Republic,50,33,94,0.2340425532,7.819148936,466.3191489,0,0,0
peoplebasedmarketing,Israel,50,18,121,0.2396694215,2.280991736,197.3636364,0.01652892562,2,557.4
tram,Syria,50,25,105,0.6666666667,1.952380952,166.9333333,0,0,0
website,Jordan,50,2,125,0.312,9.32,574.4,0,0,0
(not set),Mauritius,49,30,59,0.186440678,1.13559322,139.1355932,0,0,0
button,Chile,49,22,65,0.4461538462,3.415384615,70.61538462,0,0,0
display,Iceland,49,25,107,0.4953271028,2.691588785,109.682243,0,0,0
navbar,Puerto Rico,49,0,106,0.4339622642,4.509433962,415.8867925,0.01886792453,2,288
s-cpm,Djibouti,49,47,53,0.8301886792,1.396226415,49.22641509,0,0,0
social,Ireland,49,41,58,0.8275862069,1.5,41.24137931,0,0,0
tram,Cambodia,49,25,144,0.6527777778,1.9375,190.8055556,0,0,0
(not set),Cayman Islands,48,32,99,0.2121212121,1.101010101,304.3131313,0.0101010101,1,559.9
ads,Norway,48,36,74,0.4459459459,2.648648649,61.18918919,0,0,0
company_profile,Russia,48,14,104,0.4038461538,3.307692308,330.0288462,0,0,0
landingpage,Sweden,48,40,58,0.5862068966,1.948275862,220.5172414,0,0,0
mobile-notification,Slovakia,48,38,66,0.6666666667,1.575757576,202.5757576,0,0,0
organic,Timor-Leste,48,22,84,0.1547619048,5.488095238,327.9166667,0.0119047619,1,1398.64
Social,North Macedonia,48,39,56,0.7678571429,1.642857143,39.17857143,0,0,0
tram,Senegal,48,29,121,0.7520661157,1.396694215,100.7768595,0,0,0
tram,Zimbabwe,48,30,108,0.6944444444,1.833333333,116.6574074,0,0,0
ads,Estonia,47,40,73,0.1917808219,5.04109589,289.9452055,0,0,0
ads,Malaysia,47,42,54,0.4444444444,3.518518519,150.3518519,0,0,0
button,Qatar,47,35,76,0.3421052632,5.171052632,118.3421053,0,0,0
organic,Caribbean Netherlands,47,21,68,0.1764705882,4.588235294,234.1764706,0,0,0
paid-social,Seychelles,47,46,49,0.9387755102,1.224489796,32.18367347,0,0,0
peoplebasedmarketing,Thailand,47,16,89,0.1123595506,1.775280899,175.4606742,0,0,0
website,Cambodia,47,1,158,0.2215189873,6.85443038,621.0759494,0,0,0
(not set),Cape Verde,46,26,347,0.01152737752,0.1469740634,76.62247839,0,0,0
ads,Netherlands,46,42,51,0.2745098039,3.882352941,104.1568627,0.01960784314,1,36.95
button,Russia,46,11,70,0.5,3.671428571,191.5857143,0.01428571429,1,688
display,Israel,46,24,101,0.6138613861,1.851485149,88.76237624,0,0,0
mobile-notification,Denmark,46,29,93,0.623655914,1.978494624,167.5376344,0,0,0
mobile-notification,Peru,46,37,64,0.84375,1.25,46.453125,0,0,0
paid,Hungary,46,43,46,0.7826086957,1.456521739,14.89130435,0,0,0
Social,Saudi Arabia,46,29,68,0.6911764706,2.147058824,187.6911765,0,0,0
Social,South Africa,46,32,64,0.734375,1.671875,65.8125,0,0,0
(none),São Tomé & Príncipe,45,43,64,0.40625,4.15625,299.015625,0,0,0
(not set),Afghanistan,45,19,90,0.1111111111,0.3333333333,296.4333333,0.01111111111,1,655.96
banner,Czechia,45,19,112,0.1607142857,2.6875,418.1428571,0.03571428571,4,432.02
display,Ecuador,45,25,63,0.4126984127,1.492063492,125.1111111,0,0,0
display,Lithuania,45,15,61,0.6557377049,2.213114754,138.704918,0,0,0
display,Thailand,45,32,67,0.4179104478,1.656716418,81.17910448,0,0,0
email,Iran,45,16,168,0.619047619,2.18452381,196.7142857,0.005952380952,1,1373.43
email,Zimbabwe,45,25,84,0.7023809524,1.666666667,152.8095238,0,0,0
referral,Kiribati,45,40,63,0.5079365079,1.603174603,106.6666667,0.03174603175,2,2855.49
s-cpm,Bahrain,45,38,56,0.7142857143,1.339285714,84.05357143,0,0,0
s-cpm,Benin,45,45,57,0.8771929825,1.263157895,25.68421053,0,0,0
Social,Colombia,45,32,72,0.8194444444,1.361111111,49.44444444,0,0,0
Social,South Korea,45,38,51,0.7647058824,1.745098039,107.6862745,0,0,0
(not set),Uganda,44,30,59,0.186440678,1.254237288,254.1694915,0.01694915254,1,209.25
affiliate,Czechia,44,23,81,0.5061728395,4.024691358,325.962963,0.06172839506,5,1409.89
cpc,Vanuatu,44,33,95,0.3578947368,3.157894737,120.8421053,0,0,0
"cpc,cpc",Canada,44,32,46,0.6086956522,2.52173913,137.3478261,0,0,0
email,Zambia,44,18,104,0.5961538462,2.548076923,225.4326923,0.009615384615,1,763
organic,Lesotho,44,32,63,0.3492063492,3.666666667,213.1587302,0.01587301587,1,780.2
paid-social,Montenegro,44,44,47,0.9574468085,1.042553191,0.4893617021,0,0,0
(not set),French Guiana,43,40,47,0.1276595745,0.3829787234,75.40425532,0,0,0
cpc,Timor-Leste,43,34,84,0.4285714286,3.297619048,219.6190476,0.03571428571,3,967
email,Aruba,43,27,107,0.3551401869,2.841121495,386.2242991,0,0,0
feed,Czechia,43,17,108,0.3518518519,4.351851852,256.1574074,0.009259259259,1,2
navbar,Iran,43,1,80,0.45,3.0375,272.3375,0,0,0
navbar,Kenya,43,0,105,0.3619047619,4.285714286,388.5142857,0,0,0
navbar,Luxembourg,43,1,94,0.3936170213,4.106382979,402.4893617,0.01063829787,1,0
organic,Burundi,43,30,78,0.3333333333,5.115384615,470.2051282,0.01282051282,1,314.58
peoplebasedmarketing,India,43,15,100,0.14,7.81,425.53,0.01,1,181
social,Russia,43,35,57,0.6842105263,1.842105263,84.05263158,0,0,0
website,Malta,43,2,148,0.2297297297,5.22972973,440.9459459,0.006756756757,1,363.99
website,Puerto Rico,43,1,84,0.2976190476,4.952380952,447.3214286,0.0119047619,1,78.054927
(none),Solomon Islands,42,38,91,0.3186813187,5.384615385,374.6593407,0.01098901099,1,304
(not set),Sint Maarten,42,28,57,0.1052631579,1.842105263,172.2807018,0.01754385965,1,434
button,Hungary,42,27,54,0.4814814815,3.648148148,110.5,0,0,0
cpc,Lesotho,42,35,55,0.4363636364,4.8,240.3818182,0,0,0
email,Mongolia,42,24,89,0.2808988764,4,502,0,0,0
search-banner,Ukraine,42,5,61,0.3114754098,3.06557377,523.5245902,0,0,0
Social,Armenia,42,26,48,0.8958333333,1.3125,10.0625,0,0,0
(none),Åland Islands,41,36,60,0.5666666667,2.916666667,278.0166667,0.06666666667,4,2363.24
(not set),Kyrgyzstan,41,25,83,0.06024096386,1.228915663,195.1204819,0,0,0
article,Sweden,41,25,107,0.3831775701,7.626168224,862.5233645,0,0,0
button,Switzerland,41,22,87,0.3908045977,10.64367816,229.0229885,0,0,0
display,Morocco,41,31,82,0.7682926829,1.353658537,87.03658537,0,0,0
mobile-notification,Switzerland,41,38,46,0.847826087,1.086956522,9.152173913,0,0,0
navbar,Uzbekistan,41,1,68,0.4411764706,2.838235294,195.3382353,0,0,0
paid-social,Samoa,41,40,44,0.9545454545,1.045454545,35.13636364,0,0,0
referral,Micronesia,41,40,49,0.6734693878,1.897959184,141.7346939,0.02040816327,1,1116.56
s-cpm,Nigeria,41,39,46,0.7826086957,1.347826087,78.95652174,0,0,0
s-cpm,Samoa,41,36,46,0.7608695652,1.5,40.91304348,0,0,0
Social,Costa Rica,41,30,55,0.8727272727,1.090909091,69.81818182,0,0,0
Social,Indonesia,41,28,52,0.9230769231,1.153846154,19.40384615,0,0,0
tram,Gambia,41,21,118,0.6355932203,2.186440678,189.779661,0,0,0
tram,Rwanda,41,24,76,0.6578947368,2.065789474,131.2236842,0,0,0
(not set),Guyana,40,38,64,0.046875,0.359375,97.734375,0,0,0
email,Barbados,40,23,76,0.4868421053,2.552631579,167.4473684,0.01315789474,1,585
email,Belize,40,22,73,0.4931506849,3.383561644,287.8630137,0,0,0
email,Sint Maarten,40,28,66,0.5151515152,2.196969697,183.8181818,0.01515151515,1,0
mobile-notification,Dominican Republic,40,33,50,0.84,1.26,10.82,0,0,0
organic,Eswatini,40,29,52,0.3076923077,6.211538462,364.0384615,0,0,0
referral,Marshall Islands,40,36,51,0.6470588235,1.392156863,109.0784314,0.01960784314,1,1940.01
s-cpm,Bangladesh,40,35,44,0.8863636364,1.181818182,28.40909091,0,0,0
search-banner,(not set),40,33,43,0.2093023256,1.11627907,22.74418605,0.02325581395,1,224.48
social,Romania,40,33,42,0.9047619048,1.785714286,113.5714286,0,0,0
Social,Hong Kong,40,27,68,0.6911764706,1.411764706,61.60294118,0,0,0
company_profile,France,39,10,53,0.4528301887,2.603773585,148.8867925,0,0,0
mobile-notification,Guatemala,39,37,49,0.9183673469,1.244897959,59.34693878,0,0,0
navbar,Armenia,39,1,150,0.4466666667,4.04,362.74,0,0,0
peoplebasedmarketing,Japan,39,16,88,0.2159090909,2.875,232.4886364,0.02272727273,2,4269
s-cpm,Ethiopia,39,29,51,0.6666666667,1.490196078,175.2156863,0,0,0
Social,Montenegro,39,27,45,0.7333333333,2.288888889,46.82222222,0,0,0
tram,Cape Verde,39,22,98,0.5510204082,3.693877551,238.1122449,0.0306122449,3,425.36
website,Oman,39,0,62,0.3709677419,5.161290323,393.6612903,0,0,0
(not set),Ethiopia,38,28,133,0.04511278195,0.5639097744,147.4736842,0,0,0
company_profile,Spain,38,11,61,0.4426229508,2.836065574,187.3606557,0,0,0
display,Guatemala,38,19,66,0.5,1.757575758,125.7878788,0,0,0
email,Angola,38,27,63,0.4603174603,3.111111111,325.0952381,0,0,0
email,Liberia,38,19,126,0.3968253968,3.214285714,332,0,0,0
mobile-notification,Bulgaria,38,29,52,0.75,1.615384615,31.94230769,0,0,0
organic,Liechtenstein,38,16,122,0.2295081967,4.147540984,334.1393443,0.008196721311,1,57
social,Egypt,38,32,39,0.9743589744,1.076923077,5.153846154,0,0,0
tram,Bahamas,38,22,95,0.6736842105,1.884210526,207.3473684,0.01052631579,1,283
website,South Africa,38,4,70,0.2857142857,5,382.7857143,0,0,0
ads,Saudi Arabia,37,31,47,0.3617021277,3.29787234,105.2553191,0,0,0
button,South Korea,37,25,55,0.4727272727,3.436363636,206.1818182,0,0,0
company_profile,Italy,37,11,54,0.2592592593,3.296296296,333.7407407,0,0,0
Customer Service,United States,37,6,54,0.537037037,3.425925926,321.4444444,0,0,0
display,India,37,23,55,0.5636363636,1.981818182,102.8727273,0,0,0
display,Malaysia,37,25,77,0.5844155844,1.480519481,41.37662338,0,0,0
email,French Guiana,37,15,92,0.3695652174,3.032608696,213.7065217,0.01086956522,1,0
navbar,Bahrain,37,1,64,0.390625,3.171875,359.640625,0,0,0
navbar,Nigeria,37,0,123,0.4146341463,3.845528455,383.300813,0.0243902439,3,296
paid-social,Israel,37,36,37,0.8378378378,1.405405405,26.27027027,0,0,0
social,Australia,37,29,41,0.9024390244,1.341463415,37.29268293,0,0,0
social,Portugal,37,33,42,0.9047619048,1.142857143,8.619047619,0,0,0
Social,Peru,37,23,47,0.7659574468,1.978723404,184.2340426,0.02127659574,1,217
website,Albania,37,1,52,0.4230769231,3.115384615,252.2307692,0,0,0
website,Azerbaijan,37,0,82,0.3536585366,4.487804878,316.7439024,0,0,0
button,Georgia,36,15,64,0.390625,4.65625,224.1875,0,0,0
button,Singapore,36,14,53,0.4339622642,3.811320755,156.2075472,0,0,0
cpc,Cook Islands,36,28,59,0.4576271186,3.966101695,220.6271186,0,0,0
display,Indonesia,36,25,54,0.4814814815,1.666666667,44.27777778,0,0,0
display,Portugal,36,22,63,0.3968253968,2.349206349,39.55555556,0,0,0
display,South Africa,36,30,48,0.7083333333,2.125,41.54166667,0,0,0
mobile-notification,Finland,36,29,61,0.7868852459,1.31147541,49.98360656,0,0,0
mobile-notification,Japan,36,30,49,0.8367346939,1.489795918,41.32653061,0,0,0
mobile-notification,Malta,36,20,92,0.7391304348,1.532608696,156.423913,0,0,0
navbar,Oman,36,0,63,0.4285714286,4.603174603,423.6190476,0,0,0
organic,Anguilla,36,11,67,0.1791044776,18.59701493,579.2985075,0,0,0
organic,Equatorial Guinea,36,27,50,0.28,2.94,268.3,0,0,0
organic,Chad,36,25,58,0.3620689655,5.879310345,325.7931034,0,0,0
organic,Vanuatu,36,19,80,0.175,5.925,385.275,0.025,2,1666.12
s-cpm,Kosovo,36,30,38,0.8947368421,1.131578947,10.89473684,0,0,0
search-banner,Ecuador,36,7,52,0.4230769231,2.576923077,141.4615385,0,0,0
social,Colombia,36,29,46,0.7391304348,1.782608696,107.2826087,0,0,0
social,New Zealand,36,32,36,0.9166666667,1.083333333,41.69444444,0,0,0
Social,Moldova,36,24,46,0.7826086957,2.326086957,60.39130435,0,0,0
tram,Guernsey,36,16,76,0.7236842105,1.828947368,167.1184211,0,0,0
tram,Haiti,36,23,96,0.65625,2.572916667,183.1770833,0,0,0
tram,French Polynesia,36,14,86,0.5930232558,3.546511628,387.8604651,0,0,0
website,Bangladesh,36,0,49,0.4489795918,2.673469388,179.5102041,0,0,0
website,Serbia,36,0,76,0.4605263158,2.815789474,174.3157895,0,0,0
(not set),St. Lucia,35,24,42,0.07142857143,0.6904761905,105.5952381,0.02380952381,1,351.9
(not set),Kosovo,35,18,57,0.2456140351,5.666666667,228.5438596,0.01754385965,1,48.09
button,Ecuador,35,17,53,0.4528301887,2.886792453,169.509434,0,0,0
"cpc,cpc",Argentina,35,25,63,0.6349206349,1.746031746,161.4761905,0.01587301587,1,223
display,Armenia,35,12,42,0.5,1.357142857,41.14285714,0,0,0
display,Egypt,35,21,59,0.593220339,2.949152542,100.9830508,0,0,0
email,Congo - Kinshasa,35,17,68,0.5147058824,2.029411765,202.7647059,0.02941176471,2,272.84
email,Ethiopia,35,15,132,0.3636363636,5.757575758,390.3712121,0.007575757576,1,1162.86
email,New Caledonia,35,21,54,0.5555555556,2.37037037,282.7222222,0.01851851852,1,150
mobile-notification,Philippines,35,28,47,0.8085106383,1.212765957,21.27659574,0,0,0
navbar,Algeria,35,0,83,0.3493975904,5.518072289,388.8433735,0.04819277108,4,318.270597
navbar,Montenegro,35,2,132,0.3333333333,3.492424242,187.7121212,0,0,0
navbar,Venezuela,35,0,62,0.4516129032,2.774193548,229.4516129,0,0,0
organic,São Tomé & Príncipe,35,16,79,0.164556962,5.101265823,444.5063291,0.0253164557,2,492
paid-social,Iceland,35,33,49,0.8979591837,1.734693878,31.30612245,0,0,0
s-cpm,St. Barthélemy,35,31,41,0.9024390244,1.146341463,6.975609756,0,0,0
s-cpm,Guam,35,27,39,0.7948717949,1.41025641,67.69230769,0,0,0
s-cpm,Jamaica,35,27,45,0.6444444444,1.755555556,144.1333333,0,0,0
social,Norway,35,30,45,0.6888888889,5.622222222,153.0888889,0,0,0
tram,Barbados,35,19,82,0.5487804878,2.658536585,138.3658537,0,0,0
tram,Gibraltar,35,22,75,0.5466666667,2.613333333,251.8533333,0.01333333333,1,197.82
tram,Uganda,35,15,74,0.6621621622,2.918918919,272.0540541,0,0,0
website,Croatia,35,1,84,0.3571428571,6.333333333,514.5714286,0.0119047619,1,301
ads,Latvia,34,30,44,0.25,3.227272727,126.9772727,0,0,0
button,Indonesia,34,18,62,0.4032258065,4.209677419,109.983871,0.01612903226,1,73
"cpc,cpc",Colombia,34,31,38,0.6052631579,1.657894737,132.1578947,0,0,0
email,Côte d’Ivoire,34,14,67,0.4179104478,2.567164179,236.9402985,0,0,0
navbar,Kosovo,34,5,55,0.3454545455,5.036363636,416.0545455,0,0,0
peoplebasedmarketing,Australia,34,16,67,0.2089552239,3.895522388,217.9850746,0,0,0
s-cpm,Belize,34,29,34,0.8529411765,1.352941176,14.73529412,0,0,0
tram,Paraguay,34,15,58,0.7068965517,1.724137931,107.2586207,0,0,0
website,Dominican Republic,34,1,66,0.2878787879,6.803030303,390.3030303,0,0,0
website,Iran,34,3,53,0.4716981132,3.716981132,231.8679245,0,0,0
website,Pakistan,34,1,94,0.3617021277,4.255319149,256.2765957,0,0,0
article,United States,33,2,53,0.5849056604,3.603773585,415,0,0,0
cpc,Samoa,33,30,41,0.3658536585,5.829268293,205.7560976,0,0,0
display,Slovenia,33,17,47,0.6382978723,2.361702128,56.95744681,0,0,0
email,Bermuda,33,16,68,0.5,3,222.8088235,0.01470588235,1,69.76
email,Cayman Islands,33,21,57,0.6315789474,2.01754386,108.0175439,0,0,0
mobile-notification,Costa Rica,33,30,34,0.8823529412,1.117647059,18.64705882,0,0,0
mobile-notification,India,33,20,63,0.7142857143,1.46031746,57.33333333,0,0,0
mobile-notification,Turkey,33,24,37,0.8108108108,2.297297297,63.45945946,0,0,0
navbar,Sri Lanka,33,1,53,0.4528301887,3.018867925,279.8490566,0,0,0
organic,Turkmenistan,33,15,68,0.3382352941,4.308823529,162.0735294,0,0,0
tram,Faroe Islands,33,19,103,0.6310679612,2.13592233,148.5242718,0.009708737864,1,188.84
whitelabel,France,33,3,56,0.2857142857,4.839285714,449.7321429,0,0,0
(not set),French Polynesia,32,17,204,0.03921568627,0.1715686275,40.98529412,0,0,0
button,Guatemala,32,21,40,0.4,4.05,102.875,0,0,0
button,India,32,16,41,0.5853658537,3.146341463,124.2682927,0,0,0
button,Lebanon,32,21,45,0.3555555556,4.355555556,154.9333333,0,0,0
company_profile,Denmark,32,18,39,0.358974359,2.897435897,138.8974359,0.02564102564,1,164.9
email,Fiji,32,15,61,0.3770491803,2.950819672,185.9344262,0,0,0
email,Mayotte,32,21,49,0.612244898,3.12244898,103.8571429,0.02040816327,1,95
peoplebasedmarketing,Kenya,32,8,63,0.126984127,2.666666667,194.1269841,0,0,0
s-cpm,Anguilla,32,29,38,0.9736842105,1.026315789,8.763157895,0,0,0
social,Lithuania,32,27,33,0.9090909091,1.363636364,62.72727273,0,0,0
social,Philippines,32,31,35,0.8857142857,1.285714286,15.11428571,0,0,0
tram,Congo - Kinshasa,32,22,75,0.6533333333,2.533333333,113.68,0,0,0
tram,Nicaragua,32,14,83,0.5421686747,2.734939759,229.0722892,0.01204819277,1,1512.27
email,Mauritius,31,14,99,0.2727272727,6.676767677,356.9292929,0.0303030303,3,957.79
feed,India,31,26,116,0.4827586207,2.051724138,50.65517241,0,0,0
paid-social,Japan,31,30,32,0.8125,1.3125,58.65625,0,0,0
peoplebasedmarketing,Nigeria,31,9,64,0.109375,4.421875,589.703125,0,0,0
search-banner,United States,31,16,45,0.2888888889,1.977777778,215.3111111,0.02222222222,1,220.89
Social,Chile,31,23,44,0.8863636364,1.295454545,8.090909091,0,0,0
tram,Andorra,31,24,55,0.6545454545,2.581818182,166.9818182,0,0,0
tram,Zambia,31,19,61,0.5409836066,2.606557377,170.6229508,0,0,0
(not set),Guernsey,30,17,46,0.08695652174,0.5869565217,208.6956522,0,0,0
(not set),British Virgin Islands,30,20,40,0.125,1.775,322.2,0.025,1,253.96
cpc,Turkmenistan,30,25,41,0.6341463415,2.048780488,73.6097561,0,0,0
email,Cameroon,30,15,67,0.3880597015,5.298507463,324.1044776,0,0,0
email,Rwanda,30,23,51,0.6274509804,2.607843137,147.1960784,0,0,0
email,Somalia,30,18,43,0.488372093,1.720930233,138.3953488,0.02325581395,1,330.31
organic,St. Kitts & Nevis,30,15,71,0.2676056338,7.591549296,570.5492958,0.01408450704,1,188.86
paid-social,Bosnia & Herzegovina,30,30,30,0.9333333333,1.066666667,4.666666667,0,0,0
paid-social,Qatar,30,29,30,0.9,1.133333333,9.866666667,0,0,0
s-cpm,Palestine,30,24,45,0.8222222222,1.577777778,61.82222222,0,0,0
tram,Tajikistan,30,20,141,0.6595744681,2.078014184,182.6453901,0,0,0
tram,U.S. Virgin Islands,30,15,56,0.7678571429,2.214285714,124.2857143,0,0,0
affiliate,Australia,29,27,29,0.4482758621,2.24137931,85.13793103,0,0,0
affiliate,Canada,29,11,32,0.5625,4.875,377.53125,0.03125,1,1220
affiliate,(not set),29,8,46,0.4347826087,4.152173913,318.173913,0.0652173913,3,626.44
button,South Africa,29,21,36,0.1388888889,6.111111111,376.3055556,0,0,0
cpc,Comoros,29,25,40,0.35,6.325,238.75,0,0,0
mobile-notification,Hong Kong,29,27,33,0.696969697,1.727272727,16.24242424,0,0,0
mobile-notification,Latvia,29,25,31,0.8709677419,1.225806452,46.03225806,0,0,0
mobile-notification,Serbia,29,25,32,0.875,1.1875,47.25,0,0,0
navbar,Uruguay,29,1,112,0.2857142857,4.401785714,488.7232143,0.01785714286,2,700
organic,Greenland,29,12,81,0.2098765432,4.950617284,504.6666667,0.07407407407,6,4416.608702
social,Switzerland,29,27,32,0.78125,3.5,89.34375,0,0,0
social,Denmark,29,23,31,0.9032258065,1.451612903,7,0,0,0
social,Serbia,29,26,30,0.8333333333,1.8,51.06666667,0,0,0
social,Saudi Arabia,29,20,30,0.6666666667,2.866666667,153.8,0,0,0
Social,Kenya,29,18,37,0.8648648649,1.459459459,41.48648649,0,0,0
website,Iraq,29,1,47,0.3617021277,4.14893617,385.212766,0,0,0
(not set),Fiji,28,21,46,0.2608695652,2.760869565,184.2391304,0,0,0
ads,Austria,28,22,45,0.3777777778,4.444444444,137.2666667,0,0,0
mobile-notification,Cyprus,28,25,32,0.90625,1.15625,16.3125,0,0,0
mobile-notification,New Zealand,28,25,109,0.6422018349,1.825688073,367.1559633,0,0,0
navbar,Guatemala,28,0,80,0.3625,3.5,385.2875,0,0,0
navbar,Lebanon,28,1,56,0.3571428571,6.107142857,470.5178571,0,0,0
search-banner,Venezuela,28,4,29,0.4482758621,2.517241379,262.5862069,0,0,0
social,Indonesia,28,27,31,0.4838709677,7.064516129,264.3548387,0,0,0
social,India,28,22,32,0.875,1.3125,70.4375,0,0,0
Social,Kosovo,28,24,41,0.9024390244,1.195121951,59.17073171,0,0,0
tram,Angola,28,21,75,0.76,1.466666667,90.89333333,0,0,0
tram,Iran,28,9,89,0.7415730337,1.91011236,244.1011236,0,0,0
website,Costa Rica,28,1,46,0.3260869565,3.391304348,194.5,0,0,0
(not set),Northern Mariana Islands,27,17,45,0.08888888889,0.5777777778,218.6444444,0,0,0
ads,Réunion,27,23,32,0.46875,2.875,77.5,0,0,0
button,Costa Rica,27,18,35,0.3714285714,3.971428571,103.2,0,0,0
button,Hong Kong,27,16,33,0.3333333333,4.242424242,115.1515152,0,0,0
button,Lithuania,27,11,32,0.59375,2.75,51.875,0,0,0
button,Venezuela,27,16,64,0.359375,7.921875,371.859375,0,0,0
cpc,Svalbard & Jan Mayen,27,22,47,0.2978723404,6,216.5531915,0,0,0
"cpc,cpc",India,27,22,34,0.7647058824,1.617647059,22.88235294,0,0,0
"cpc,cpc",Netherlands,27,18,28,0.7142857143,3.392857143,142,0,0,0
display,Estonia,27,10,31,0.5806451613,1.322580645,29.61290323,0,0,0
display,Jordan,27,11,52,0.5384615385,1.711538462,51.23076923,0,0,0
display,Latvia,27,11,66,0.5303030303,2.954545455,114.8181818,0,0,0
paid-social,Micronesia,27,27,29,0.8620689655,1.172413793,54.82758621,0,0,0
peoplebasedmarketing,Malaysia,27,7,61,0.1967213115,2.950819672,237.2295082,0,0,0
referral,Cuba,27,23,39,0.358974359,1.897435897,158.1794872,0.05128205128,2,1025.29
